Date,Review,Rating,Sentiment_Label,Clean_Review
2021-11-03,friendly ambience and quick cleanliness,4,positive,friendly ambience and quick cleanliness
2021-11-06,outstanding service and delicious music and amazing lighting,4,positive,outstanding service and delicious music and amazing lighting
2020-07-22,long wait music and dirty cleanliness and terrible waiting time,3,negative,long wait music and dirty cleanliness and terrible waiting time
2022-10-12,amazing waiting time and relaxing service and amazing staff,5,positive,amazing waiting time and relaxing service and amazing staff
2021-04-11,The staff and lighting were okay.,3,neutral,the staff and lighting were okay
2019-05-25,terrible staff and terrible food,2,negative,terrible staff and terrible food
2024-02-05,great staff and amazing food,5,positive,great staff and amazing food
2019-01-28,affordable lighting and affordable menu,4,positive,affordable lighting and affordable menu
2023-08-20,The waiting time and cleanliness and ambience were okay.,3,neutral,the waiting time and cleanliness and ambience were okay
2024-10-22,friendly lighting and perfect cleanliness and relaxing food,4,positive,friendly lighting and perfect cleanliness and relaxing food
2023-09-13,quick waiting time and quick menu,3,positive,quick waiting time and quick menu
2023-06-22,great menu and affordable food,3,positive,great menu and affordable food
2021-06-07,terrible pricing and dirty ambience and bad lighting,3,negative,terrible pricing and dirty ambience and bad lighting
2023-03-28,overpriced cleanliness and overpriced menu,1,negative,overpriced cleanliness and overpriced menu
2019-12-02,terrible menu and noisy pricing and rude waiting time,1,negative,terrible menu and noisy pricing and rude waiting time
2019-12-17,perfect waiting time and affordable music and quick service,4,positive,perfect waiting time and affordable music and quick service
2023-06-10,affordable ambience and relaxing music and amazing cleanliness,5,positive,affordable ambience and relaxing music and amazing cleanliness
2023-02-05,The ambience and lighting were okay.,3,neutral,the ambience and lighting were okay
2022-03-11,perfect cleanliness and perfect service and delicious staff,3,positive,perfect cleanliness and perfect service and delicious staff
2020-12-06,friendly staff and relaxing lighting,4,positive,friendly staff and relaxing lighting
2023-04-21,slow food and terrible pricing and noisy music,1,negative,slow food and terrible pricing and noisy music
2024-07-20,amazing music and friendly pricing and perfect ambience,3,positive,amazing music and friendly pricing and perfect ambience
2023-06-20,overpriced staff and rude menu and poor cleanliness,2,negative,overpriced staff and rude menu and poor cleanliness
2021-01-03,slow cleanliness and hated the music,1,negative,slow cleanliness and hated the music
2020-11-26,perfect lighting and delicious menu,4,positive,perfect lighting and delicious menu
2022-12-15,poor menu and slow staff,2,negative,poor menu and slow staff
2023-02-20,great cleanliness and great food and relaxing pricing,3,positive,great cleanliness and great food and relaxing pricing
2024-04-22,delicious food and delicious service,3,positive,delicious food and delicious service
2023-01-21,amazing staff and amazing pricing and outstanding cleanliness,4,positive,amazing staff and amazing pricing and outstanding cleanliness
2019-10-16,bad cleanliness and noisy menu and poor service,1,negative,bad cleanliness and noisy menu and poor service
2020-08-21,amazing menu and perfect lighting and friendly music,4,positive,amazing menu and perfect lighting and friendly music
2019-01-21,dirty ambience and dirty pricing,2,negative,dirty ambience and dirty pricing
2022-09-08,slow staff and dirty lighting,1,negative,slow staff and dirty lighting
2019-11-13,relaxing service and outstanding menu and perfect cleanliness,3,positive,relaxing service and outstanding menu and perfect cleanliness
2023-11-02,terrible food and terrible ambience and overpriced service,1,negative,terrible food and terrible ambience and overpriced service
2023-06-01,slow lighting and long wait waiting time,3,negative,slow lighting and long wait waiting time
2020-06-01,affordable cleanliness and delicious service,3,positive,affordable cleanliness and delicious service
2024-11-20,bad pricing and bad service,2,negative,bad pricing and bad service
2022-06-18,quick cleanliness and loved the menu,3,positive,quick cleanliness and loved the menu
2019-05-11,amazing food and loved the lighting,3,positive,amazing food and loved the lighting
2019-10-15,bad food and poor menu and dirty cleanliness,3,negative,bad food and poor menu and dirty cleanliness
2019-04-08,loved the waiting time and affordable cleanliness and loved the service,4,positive,loved the waiting time and affordable cleanliness and loved the service
2019-01-13,dirty ambience,2,negative,dirty ambience
2024-01-11,long wait pricing and terrible menu,1,negative,long wait pricing and terrible menu
2020-03-31,friendly waiting time and relaxing lighting and relaxing pricing,4,positive,friendly waiting time and relaxing lighting and relaxing pricing
2024-03-21,poor menu and noisy service and rude cleanliness,2,negative,poor menu and noisy service and rude cleanliness
2022-11-15,amazing pricing,5,positive,amazing pricing
2023-04-27,friendly music,5,positive,friendly music
2020-03-22,amazing staff and friendly ambience,3,positive,amazing staff and friendly ambience
2024-07-22,terrible lighting and bad food and terrible service,1,negative,terrible lighting and bad food and terrible service
2023-04-21,loved the cleanliness and great food and loved the waiting time,4,positive,loved the cleanliness and great food and loved the waiting time
2024-11-04,rude cleanliness and dirty lighting and hated the ambience,3,negative,rude cleanliness and dirty lighting and hated the ambience
2020-02-16,friendly menu and friendly service,5,positive,friendly menu and friendly service
2019-02-28,long wait food and terrible lighting and terrible menu,3,negative,long wait food and terrible lighting and terrible menu
2019-06-13,delicious cleanliness and delicious waiting time,4,positive,delicious cleanliness and delicious waiting time
2022-03-22,perfect food and relaxing waiting time,4,positive,perfect food and relaxing waiting time
2019-07-14,slow food and rude staff and bad service,3,negative,slow food and rude staff and bad service
2019-04-16,affordable lighting and affordable cleanliness and affordable service,4,positive,affordable lighting and affordable cleanliness and affordable service
2024-08-06,great cleanliness and quick lighting,3,positive,great cleanliness and quick lighting
2019-09-12,affordable lighting and loved the food,4,positive,affordable lighting and loved the food
2020-07-04,perfect cleanliness and outstanding service,5,positive,perfect cleanliness and outstanding service
2021-07-18,friendly food and outstanding service,4,positive,friendly food and outstanding service
2019-08-16,bad lighting and poor service,3,negative,bad lighting and poor service
2022-01-04,noisy ambience and noisy pricing,3,negative,noisy ambience and noisy pricing
2019-09-11,quick food and relaxing staff,4,positive,quick food and relaxing staff
2022-04-18,poor lighting and slow cleanliness and long wait food,1,negative,poor lighting and slow cleanliness and long wait food
2019-04-16,bad waiting time and poor service,2,negative,bad waiting time and poor service
2019-01-07,slow lighting and overpriced music and overpriced service,2,negative,slow lighting and overpriced music and overpriced service
2020-05-16,overpriced ambience and overpriced menu,1,negative,overpriced ambience and overpriced menu
2024-05-09,The waiting time and food and service were okay.,3,neutral,the waiting time and food and service were okay
2021-11-23,outstanding service and perfect food and outstanding waiting time,3,positive,outstanding service and perfect food and outstanding waiting time
2023-12-15,affordable service and affordable cleanliness and delicious waiting time,3,positive,affordable service and affordable cleanliness and delicious waiting time
2024-07-19,relaxing waiting time and delicious service and loved the staff,3,positive,relaxing waiting time and delicious service and loved the staff
2023-01-24,terrible pricing and bad cleanliness and bad ambience,1,negative,terrible pricing and bad cleanliness and bad ambience
2023-04-25,slow service and overpriced music,2,negative,slow service and overpriced music
2023-08-03,overpriced music and terrible menu,3,negative,overpriced music and terrible menu
2019-05-26,dirty ambience and poor menu,2,negative,dirty ambience and poor menu
2023-11-12,perfect cleanliness and outstanding food and amazing pricing,5,positive,perfect cleanliness and outstanding food and amazing pricing
2021-08-21,The pricing and waiting time and music were okay.,3,neutral,the pricing and waiting time and music were okay
2021-05-03,loved the music and outstanding menu and affordable waiting time,4,positive,loved the music and outstanding menu and affordable waiting time
2024-01-21,The pricing and waiting time were okay.,3,neutral,the pricing and waiting time were okay
2021-10-03,loved the menu and affordable waiting time and delicious cleanliness,5,positive,loved the menu and affordable waiting time and delicious cleanliness
2023-11-09,The food and staff were okay.,3,neutral,the food and staff were okay
2023-02-14,The cleanliness and ambience and staff were okay.,3,neutral,the cleanliness and ambience and staff were okay
2021-07-28,friendly music and outstanding menu and amazing pricing,4,positive,friendly music and outstanding menu and amazing pricing
2021-12-07,slow cleanliness and poor service,2,negative,slow cleanliness and poor service
2022-06-08,delicious service and friendly ambience and amazing lighting,5,positive,delicious service and friendly ambience and amazing lighting
2021-07-01,slow ambience,3,negative,slow ambience
2020-09-06,relaxing menu and delicious ambience,4,positive,relaxing menu and delicious ambience
2019-06-21,outstanding lighting and quick menu and quick music,5,positive,outstanding lighting and quick menu and quick music
2023-09-29,long wait menu and dirty cleanliness and noisy lighting,2,negative,long wait menu and dirty cleanliness and noisy lighting
2021-04-03,loved the pricing and affordable staff and outstanding lighting,4,positive,loved the pricing and affordable staff and outstanding lighting
2022-01-24,outstanding service,4,positive,outstanding service
2023-10-22,friendly lighting and delicious music,3,positive,friendly lighting and delicious music
2019-08-13,friendly cleanliness and relaxing food and friendly pricing,3,positive,friendly cleanliness and relaxing food and friendly pricing
2020-03-15,perfect ambience,4,positive,perfect ambience
2020-10-14,bad food,2,negative,bad food
2020-07-14,poor cleanliness and rude service and noisy ambience,1,negative,poor cleanliness and rude service and noisy ambience
2021-10-31,loved the menu and quick staff,3,positive,loved the menu and quick staff
2023-04-10,slow music and bad lighting and poor service,1,negative,slow music and bad lighting and poor service
2022-02-02,affordable music and outstanding ambience,3,positive,affordable music and outstanding ambience
2019-05-21,terrible ambience and slow service,3,negative,terrible ambience and slow service
2023-07-15,noisy cleanliness and noisy pricing and slow food,2,negative,noisy cleanliness and noisy pricing and slow food
2024-11-28,great waiting time and amazing staff and affordable cleanliness,5,positive,great waiting time and amazing staff and affordable cleanliness
2024-04-25,terrible pricing and bad service,3,negative,terrible pricing and bad service
2022-04-29,The food and lighting were okay.,3,neutral,the food and lighting were okay
2020-03-03,relaxing ambience and relaxing pricing and perfect service,5,positive,relaxing ambience and relaxing pricing and perfect service
2024-07-07,delicious waiting time,4,positive,delicious waiting time
2022-08-04,affordable menu and outstanding staff and relaxing waiting time,3,positive,affordable menu and outstanding staff and relaxing waiting time
2020-07-18,loved the pricing and friendly staff and great food,4,positive,loved the pricing and friendly staff and great food
2024-01-12,loved the food and great pricing and outstanding staff,5,positive,loved the food and great pricing and outstanding staff
2024-05-29,The pricing and lighting were okay.,3,neutral,the pricing and lighting were okay
2021-09-24,relaxing lighting and delicious food and affordable staff,4,positive,relaxing lighting and delicious food and affordable staff
2019-07-30,terrible lighting and dirty cleanliness,2,negative,terrible lighting and dirty cleanliness
2022-09-14,noisy music,3,negative,noisy music
2024-09-29,noisy ambience and hated the menu,1,negative,noisy ambience and hated the menu
2020-10-02,The pricing and music and lighting were okay.,3,neutral,the pricing and music and lighting were okay
2023-06-18,amazing staff and perfect menu,5,positive,amazing staff and perfect menu
2021-05-21,hated the staff and rude music and noisy food,3,negative,hated the staff and rude music and noisy food
2022-01-25,great staff and affordable ambience and amazing food,4,positive,great staff and affordable ambience and amazing food
2021-08-16,delicious lighting,5,positive,delicious lighting
2020-02-10,amazing menu and delicious service and friendly pricing,4,positive,amazing menu and delicious service and friendly pricing
2022-05-13,The waiting time and food and pricing were okay.,3,neutral,the waiting time and food and pricing were okay
2023-03-14,outstanding staff and affordable music,4,positive,outstanding staff and affordable music
2024-08-17,delicious food and loved the ambience,5,positive,delicious food and loved the ambience
2024-06-10,hated the ambience and bad service,1,negative,hated the ambience and bad service
2020-02-01,The service and music were okay.,3,neutral,the service and music were okay
2021-11-02,delicious ambience and relaxing staff and quick service,4,positive,delicious ambience and relaxing staff and quick service
2022-04-25,amazing music and amazing ambience and great pricing,4,positive,amazing music and amazing ambience and great pricing
2020-03-26,rude music and bad food,1,negative,rude music and bad food
2019-06-03,hated the food and hated the music,2,negative,hated the food and hated the music
2019-02-06,noisy staff,3,negative,noisy staff
2024-07-31,hated the food and hated the service and hated the waiting time,3,negative,hated the food and hated the service and hated the waiting time
2020-01-17,terrible pricing and long wait waiting time and rude menu,1,negative,terrible pricing and long wait waiting time and rude menu
2021-01-26,overpriced service and dirty music,2,negative,overpriced service and dirty music
2020-07-02,The ambience and pricing and service were okay.,3,neutral,the ambience and pricing and service were okay
2023-10-07,quick menu and outstanding lighting and relaxing music,3,positive,quick menu and outstanding lighting and relaxing music
2024-06-19,delicious service and great lighting and great waiting time,3,positive,delicious service and great lighting and great waiting time
2023-01-31,perfect ambience and affordable cleanliness and amazing food,3,positive,perfect ambience and affordable cleanliness and amazing food
2020-07-18,overpriced music and hated the pricing and noisy waiting time,1,negative,overpriced music and hated the pricing and noisy waiting time
2021-04-18,friendly waiting time and relaxing ambience,5,positive,friendly waiting time and relaxing ambience
2020-02-29,amazing waiting time,4,positive,amazing waiting time
2023-05-07,amazing staff and delicious menu,5,positive,amazing staff and delicious menu
2023-11-21,poor pricing and rude waiting time and dirty food,2,negative,poor pricing and rude waiting time and dirty food
2024-11-18,overpriced staff and hated the ambience and dirty pricing,3,negative,overpriced staff and hated the ambience and dirty pricing
2022-07-05,delicious music and outstanding menu,3,positive,delicious music and outstanding menu
2023-11-18,great menu and affordable food and friendly ambience,3,positive,great menu and affordable food and friendly ambience
2022-03-17,relaxing pricing and friendly ambience and affordable food,5,positive,relaxing pricing and friendly ambience and affordable food
2019-03-24,amazing lighting and affordable service and amazing menu,4,positive,amazing lighting and affordable service and amazing menu
2022-01-13,bad staff and slow waiting time and noisy music,1,negative,bad staff and slow waiting time and noisy music
2022-09-07,delicious staff,3,positive,delicious staff
2022-09-28,relaxing lighting and great service and perfect food,3,positive,relaxing lighting and great service and perfect food
2023-04-14,great menu and friendly waiting time,3,positive,great menu and friendly waiting time
2024-11-08,The lighting and cleanliness and menu were okay.,3,neutral,the lighting and cleanliness and menu were okay
2023-11-20,delicious music and affordable staff and loved the waiting time,5,positive,delicious music and affordable staff and loved the waiting time
2023-09-19,bad waiting time and terrible staff,3,negative,bad waiting time and terrible staff
2020-03-28,hated the service,3,negative,hated the service
2023-05-21,hated the music and bad waiting time,3,negative,hated the music and bad waiting time
2020-12-09,amazing waiting time and outstanding cleanliness,3,positive,amazing waiting time and outstanding cleanliness
2020-05-01,great staff and amazing menu,3,positive,great staff and amazing menu
2021-10-18,great waiting time and affordable menu,5,positive,great waiting time and affordable menu
2024-08-29,amazing staff and great ambience and great cleanliness,5,positive,amazing staff and great ambience and great cleanliness
2023-04-16,perfect music and quick food and affordable pricing,4,positive,perfect music and quick food and affordable pricing
2024-02-14,outstanding cleanliness and relaxing waiting time and amazing service,3,positive,outstanding cleanliness and relaxing waiting time and amazing service
2023-09-03,bad service and rude food and bad cleanliness,3,negative,bad service and rude food and bad cleanliness
2023-06-21,slow menu and hated the staff,3,negative,slow menu and hated the staff
2021-05-23,relaxing pricing and quick ambience and relaxing waiting time,5,positive,relaxing pricing and quick ambience and relaxing waiting time
2024-12-14,outstanding staff and relaxing ambience and outstanding menu,3,positive,outstanding staff and relaxing ambience and outstanding menu
2023-12-20,outstanding menu,5,positive,outstanding menu
2019-04-04,loved the food and amazing staff and loved the waiting time,4,positive,loved the food and amazing staff and loved the waiting time
2023-05-20,perfect lighting and friendly cleanliness and quick waiting time,3,positive,perfect lighting and friendly cleanliness and quick waiting time
2020-08-31,hated the staff and poor waiting time and slow menu,3,negative,hated the staff and poor waiting time and slow menu
2023-08-08,hated the lighting and slow music and rude cleanliness,2,negative,hated the lighting and slow music and rude cleanliness
2022-02-21,great music and delicious ambience and perfect menu,3,positive,great music and delicious ambience and perfect menu
2020-08-12,affordable waiting time and delicious food,5,positive,affordable waiting time and delicious food
2019-09-08,delicious staff and outstanding menu and delicious pricing,5,positive,delicious staff and outstanding menu and delicious pricing
2020-12-17,amazing lighting and delicious service,3,positive,amazing lighting and delicious service
2023-04-17,outstanding pricing and outstanding food and outstanding staff,5,positive,outstanding pricing and outstanding food and outstanding staff
2020-12-01,perfect cleanliness and friendly pricing,3,positive,perfect cleanliness and friendly pricing
2023-10-27,The music and cleanliness and ambience were okay.,3,neutral,the music and cleanliness and ambience were okay
2020-11-04,loved the lighting and outstanding food and quick pricing,4,positive,loved the lighting and outstanding food and quick pricing
2019-03-04,poor cleanliness and rude lighting and overpriced menu,2,negative,poor cleanliness and rude lighting and overpriced menu
2020-07-24,great staff and amazing pricing,3,positive,great staff and amazing pricing
2019-03-26,great cleanliness and relaxing food,5,positive,great cleanliness and relaxing food
2019-06-01,overpriced service and rude food and overpriced ambience,3,negative,overpriced service and rude food and overpriced ambience
2023-01-29,quick waiting time and loved the staff and great pricing,3,positive,quick waiting time and loved the staff and great pricing
2019-05-21,affordable ambience and amazing staff,4,positive,affordable ambience and amazing staff
2021-03-14,great pricing and great food,4,positive,great pricing and great food
2019-07-08,delicious pricing and friendly menu and quick service,4,positive,delicious pricing and friendly menu and quick service
2021-08-25,long wait menu and long wait ambience,2,negative,long wait menu and long wait ambience
2024-10-31,amazing lighting and loved the menu,4,positive,amazing lighting and loved the menu
2020-11-02,delicious waiting time and outstanding staff and loved the ambience,4,positive,delicious waiting time and outstanding staff and loved the ambience
2023-04-25,friendly waiting time and perfect lighting,4,positive,friendly waiting time and perfect lighting
2023-11-07,The menu and food were okay.,3,neutral,the menu and food were okay
2019-01-23,friendly music and relaxing lighting and friendly pricing,3,positive,friendly music and relaxing lighting and friendly pricing
2022-09-21,loved the lighting and delicious cleanliness,5,positive,loved the lighting and delicious cleanliness
2023-04-15,quick cleanliness and perfect menu and amazing service,5,positive,quick cleanliness and perfect menu and amazing service
2023-01-16,friendly cleanliness and great waiting time and loved the staff,5,positive,friendly cleanliness and great waiting time and loved the staff
2023-11-13,terrible pricing,2,negative,terrible pricing
2019-03-24,outstanding music and great food and affordable waiting time,5,positive,outstanding music and great food and affordable waiting time
2023-07-12,delicious service and quick cleanliness,4,positive,delicious service and quick cleanliness
2022-08-16,dirty cleanliness and overpriced menu and rude waiting time,1,negative,dirty cleanliness and overpriced menu and rude waiting time
2020-10-28,great service and great waiting time,5,positive,great service and great waiting time
2020-07-22,outstanding pricing and amazing food and outstanding ambience,4,positive,outstanding pricing and amazing food and outstanding ambience
2021-04-01,amazing staff and great menu and delicious ambience,4,positive,amazing staff and great menu and delicious ambience
2023-05-02,relaxing lighting and friendly ambience,3,positive,relaxing lighting and friendly ambience
2024-04-26,loved the waiting time and friendly ambience,4,positive,loved the waiting time and friendly ambience
2023-05-30,quick food and quick music,5,positive,quick food and quick music
2022-03-05,dirty pricing,1,negative,dirty pricing
2024-02-24,affordable pricing and amazing waiting time,3,positive,affordable pricing and amazing waiting time
2023-07-08,loved the music and friendly pricing,4,positive,loved the music and friendly pricing
2022-12-28,noisy cleanliness and rude food,3,negative,noisy cleanliness and rude food
2020-06-30,quick music and amazing food and outstanding waiting time,5,positive,quick music and amazing food and outstanding waiting time
2019-12-20,affordable music and great menu and outstanding staff,5,positive,affordable music and great menu and outstanding staff
2023-10-04,great ambience and amazing cleanliness,3,positive,great ambience and amazing cleanliness
2023-09-24,slow pricing,2,negative,slow pricing
2019-07-06,slow ambience and terrible food and rude lighting,3,negative,slow ambience and terrible food and rude lighting
2023-03-18,delicious ambience,3,positive,delicious ambience
2022-01-21,perfect pricing and loved the lighting,5,positive,perfect pricing and loved the lighting
2019-04-05,delicious ambience and outstanding menu and delicious staff,4,positive,delicious ambience and outstanding menu and delicious staff
2019-08-16,quick menu and amazing food and delicious pricing,5,positive,quick menu and amazing food and delicious pricing
2024-12-22,perfect ambience and quick staff and quick food,3,positive,perfect ambience and quick staff and quick food
2019-10-24,affordable lighting and friendly waiting time,5,positive,affordable lighting and friendly waiting time
2023-04-21,terrible cleanliness,1,negative,terrible cleanliness
2019-02-05,noisy waiting time and hated the menu,2,negative,noisy waiting time and hated the menu
2023-01-16,delicious menu and amazing ambience and great food,5,positive,delicious menu and amazing ambience and great food
2023-03-20,relaxing menu and perfect ambience and friendly waiting time,4,positive,relaxing menu and perfect ambience and friendly waiting time
2023-11-20,outstanding waiting time and perfect music,3,positive,outstanding waiting time and perfect music
2019-10-31,poor staff and poor pricing,3,negative,poor staff and poor pricing
2024-08-07,affordable food and outstanding waiting time and delicious menu,4,positive,affordable food and outstanding waiting time and delicious menu
2021-11-29,relaxing menu and outstanding ambience and quick service,3,positive,relaxing menu and outstanding ambience and quick service
2020-06-06,perfect staff and great pricing,4,positive,perfect staff and great pricing
2024-02-09,terrible cleanliness and poor lighting and dirty waiting time,2,negative,terrible cleanliness and poor lighting and dirty waiting time
2023-04-18,quick staff,3,positive,quick staff
2021-03-03,slow staff and poor lighting and long wait cleanliness,1,negative,slow staff and poor lighting and long wait cleanliness
2024-04-27,perfect service and delicious music and friendly lighting,3,positive,perfect service and delicious music and friendly lighting
2020-03-17,poor service and rude lighting and terrible cleanliness,3,negative,poor service and rude lighting and terrible cleanliness
2022-08-13,affordable staff and outstanding menu and perfect waiting time,5,positive,affordable staff and outstanding menu and perfect waiting time
2020-03-20,The cleanliness and lighting were okay.,3,neutral,the cleanliness and lighting were okay
2022-10-09,long wait lighting and overpriced waiting time,2,negative,long wait lighting and overpriced waiting time
2024-10-13,The cleanliness and waiting time and menu were okay.,3,neutral,the cleanliness and waiting time and menu were okay
2019-01-08,great music and delicious lighting and great food,3,positive,great music and delicious lighting and great food
2019-11-23,affordable menu and perfect cleanliness and delicious lighting,3,positive,affordable menu and perfect cleanliness and delicious lighting
2019-06-24,noisy staff and rude cleanliness,1,negative,noisy staff and rude cleanliness
2022-01-19,friendly menu and affordable music,5,positive,friendly menu and affordable music
2022-11-10,delicious music and outstanding service and outstanding waiting time,5,positive,delicious music and outstanding service and outstanding waiting time
2022-11-29,The pricing and staff and waiting time were okay.,3,neutral,the pricing and staff and waiting time were okay
2023-06-09,delicious lighting and loved the food and quick menu,3,positive,delicious lighting and loved the food and quick menu
2022-12-28,friendly ambience and great music and outstanding cleanliness,3,positive,friendly ambience and great music and outstanding cleanliness
2023-07-12,dirty food and dirty menu and long wait waiting time,3,negative,dirty food and dirty menu and long wait waiting time
2019-05-31,loved the lighting and loved the music,3,positive,loved the lighting and loved the music
2021-08-25,slow food and poor ambience,2,negative,slow food and poor ambience
2020-06-11,The service and cleanliness and staff were okay.,3,neutral,the service and cleanliness and staff were okay
2022-09-06,noisy staff and hated the menu,3,negative,noisy staff and hated the menu
2019-09-18,perfect service and outstanding music and perfect lighting,4,positive,perfect service and outstanding music and perfect lighting
2024-04-14,outstanding menu and amazing waiting time and perfect pricing,5,positive,outstanding menu and amazing waiting time and perfect pricing
2019-01-08,great food and loved the ambience,4,positive,great food and loved the ambience
2022-08-14,delicious service and loved the cleanliness,3,positive,delicious service and loved the cleanliness
2020-12-01,poor cleanliness,2,negative,poor cleanliness
2019-09-20,hated the food and long wait cleanliness and overpriced music,3,negative,hated the food and long wait cleanliness and overpriced music
2020-07-23,friendly menu and loved the ambience and loved the staff,5,positive,friendly menu and loved the ambience and loved the staff
2022-03-29,great music and quick menu and loved the food,5,positive,great music and quick menu and loved the food
2024-06-09,The menu and staff and service were okay.,3,neutral,the menu and staff and service were okay
2021-07-21,perfect service and outstanding lighting and friendly menu,3,positive,perfect service and outstanding lighting and friendly menu
2020-12-24,affordable menu and quick music,3,positive,affordable menu and quick music
2024-01-08,amazing music and friendly cleanliness and delicious waiting time,5,positive,amazing music and friendly cleanliness and delicious waiting time
2023-05-16,friendly menu,5,positive,friendly menu
2022-01-23,great music and quick pricing and perfect ambience,5,positive,great music and quick pricing and perfect ambience
2019-01-15,perfect waiting time and perfect music,3,positive,perfect waiting time and perfect music
2022-10-29,outstanding lighting and perfect cleanliness and delicious service,5,positive,outstanding lighting and perfect cleanliness and delicious service
2021-08-06,The ambience and menu were okay.,3,neutral,the ambience and menu were okay
2019-08-25,hated the cleanliness,3,negative,hated the cleanliness
2022-01-29,noisy pricing and noisy staff,1,negative,noisy pricing and noisy staff
2023-08-27,amazing service and perfect lighting,3,positive,amazing service and perfect lighting
2022-10-24,perfect music and friendly waiting time,4,positive,perfect music and friendly waiting time
2021-12-22,dirty food and slow waiting time,1,negative,dirty food and slow waiting time
2020-01-31,rude menu,2,negative,rude menu
2022-02-26,outstanding waiting time and loved the ambience and delicious cleanliness,3,positive,outstanding waiting time and loved the ambience and delicious cleanliness
2021-06-03,friendly waiting time and great pricing and delicious food,5,positive,friendly waiting time and great pricing and delicious food
2023-10-23,amazing waiting time and amazing staff and quick ambience,5,positive,amazing waiting time and amazing staff and quick ambience
2022-06-05,hated the music,1,negative,hated the music
2023-03-25,friendly service and perfect pricing and affordable ambience,3,positive,friendly service and perfect pricing and affordable ambience
2019-01-04,amazing cleanliness and great staff,5,positive,amazing cleanliness and great staff
2024-04-03,hated the service and bad staff,2,negative,hated the service and bad staff
2021-05-14,friendly pricing and delicious lighting,3,positive,friendly pricing and delicious lighting
2023-03-08,The ambience and lighting and food were okay.,3,neutral,the ambience and lighting and food were okay
2023-05-05,amazing lighting and relaxing cleanliness,5,positive,amazing lighting and relaxing cleanliness
2023-03-25,The music and lighting were okay.,3,neutral,the music and lighting were okay
2020-09-13,The service and staff and pricing were okay.,3,neutral,the service and staff and pricing were okay
2024-08-03,The waiting time and menu and lighting were okay.,3,neutral,the waiting time and menu and lighting were okay
2021-09-23,friendly service and great food and amazing cleanliness,3,positive,friendly service and great food and amazing cleanliness
2019-12-29,perfect staff and affordable service,4,positive,perfect staff and affordable service
2019-01-08,outstanding menu and delicious cleanliness and loved the staff,3,positive,outstanding menu and delicious cleanliness and loved the staff
2019-09-09,delicious menu and relaxing lighting,5,positive,delicious menu and relaxing lighting
2022-05-16,perfect music and delicious service and amazing waiting time,3,positive,perfect music and delicious service and amazing waiting time
2020-06-26,friendly staff and delicious food and affordable music,4,positive,friendly staff and delicious food and affordable music
2020-04-03,perfect menu and friendly food,3,positive,perfect menu and friendly food
2022-05-16,perfect food and outstanding staff and relaxing service,3,positive,perfect food and outstanding staff and relaxing service
2020-06-27,delicious music and delicious pricing and outstanding waiting time,3,positive,delicious music and delicious pricing and outstanding waiting time
2021-02-08,long wait staff and dirty music,1,negative,long wait staff and dirty music
2020-12-02,dirty lighting and overpriced ambience and long wait service,3,negative,dirty lighting and overpriced ambience and long wait service
2019-09-24,quick ambience and delicious service,3,positive,quick ambience and delicious service
2021-09-09,amazing music and loved the staff,4,positive,amazing music and loved the staff
2019-02-17,loved the lighting and relaxing cleanliness,5,positive,loved the lighting and relaxing cleanliness
2020-06-11,great staff and relaxing music,3,positive,great staff and relaxing music
2022-02-27,delicious cleanliness and outstanding ambience,5,positive,delicious cleanliness and outstanding ambience
2022-02-17,affordable food and perfect menu and relaxing cleanliness,3,positive,affordable food and perfect menu and relaxing cleanliness
2024-03-25,delicious staff and friendly music and loved the menu,3,positive,delicious staff and friendly music and loved the menu
2021-06-27,The food and cleanliness and menu were okay.,3,neutral,the food and cleanliness and menu were okay
2022-06-25,outstanding ambience and relaxing staff,3,positive,outstanding ambience and relaxing staff
2020-08-24,perfect ambience and quick cleanliness,3,positive,perfect ambience and quick cleanliness
2024-11-26,great cleanliness and relaxing menu,5,positive,great cleanliness and relaxing menu
2021-07-01,friendly menu and perfect waiting time and delicious food,3,positive,friendly menu and perfect waiting time and delicious food
2022-12-19,great menu and great ambience and quick pricing,3,positive,great menu and great ambience and quick pricing
2020-02-12,delicious menu and relaxing music and quick food,3,positive,delicious menu and relaxing music and quick food
2024-02-08,perfect music and great lighting and perfect menu,3,positive,perfect music and great lighting and perfect menu
2023-02-02,slow service and bad lighting and long wait food,2,negative,slow service and bad lighting and long wait food
2022-06-22,delicious staff and friendly lighting and friendly service,5,positive,delicious staff and friendly lighting and friendly service
2019-06-27,overpriced service and bad waiting time and poor lighting,2,negative,overpriced service and bad waiting time and poor lighting
2022-02-24,loved the waiting time and perfect pricing and friendly food,5,positive,loved the waiting time and perfect pricing and friendly food
2024-08-22,outstanding pricing and outstanding ambience and perfect waiting time,3,positive,outstanding pricing and outstanding ambience and perfect waiting time
2019-08-17,perfect cleanliness and friendly waiting time,4,positive,perfect cleanliness and friendly waiting time
2024-10-03,quick service and outstanding cleanliness and friendly ambience,4,positive,quick service and outstanding cleanliness and friendly ambience
2020-04-10,great waiting time and affordable staff,5,positive,great waiting time and affordable staff
2021-07-03,quick staff and loved the pricing,5,positive,quick staff and loved the pricing
2022-09-02,hated the staff and noisy cleanliness and overpriced waiting time,2,negative,hated the staff and noisy cleanliness and overpriced waiting time
2020-05-05,loved the staff and amazing cleanliness,4,positive,loved the staff and amazing cleanliness
